name,title,date,video_url,view_num,likes_num,unlikes_num,comments
"[심층 인터뷰] 조선업의 업황 자체는 호황, 하지만 과거와 다르다? f.메리츠증권 김현 연구위원","[심층 인터뷰] 조선업의 업황 자체는 호황, 하지만 과거와 다르다? f.메리츠증권 김현 연구위원",2021. 7. 16.,,조회수 568회,좋아요 69개,싫어요 2개,"삼프로TV 주식대학 '여름학기' 
 
👉 [삼프로TV 주식대학] 박병창의 ""매매의 기술"" + 염승환의 ""친절한 주식기초교육""
🏫 강의 신청 : https://bit.ly/3r1osDg
🏫 Bonus-Edition ""쏙쏙 투자문답"" 질문하기 : https://bit.ly/3rbHG9j
 
👉 [삼프로TV x 메리츠증권] 하반기 투자전략과 업종별 시장전망
🏫 강의 신청 : https://bit.ly/3xn1OXM
 
삼프로TV 주식대학 '봄학기'
👉 염블리의 친절한 주식 기초 교육 / 미주미 장우석 본부장, 이항영 대표의 미국주식 완전정복
🏫 강의 신청 : https://www.page-2.kr/concert/2021_jurinee
 
삼프로TV ""시장전망과 주도종목 : https://www.page-2.kr/purchase/course
 
👉 삼프로 TV 주식대학 ""업종 기초 교육""
🏫 강의 신청 : https://bit.ly/39BG9lo
📖 교재 구매 : https://bit.ly/2Ol36BC 
 
*구매하시는 교재는 강의 신청 시 첨부되는 PDF 교재와 동일한 내용입니다.
 
★ 광고문의 : ad@ebroadcasting.co.kr 
★ 광고문의 : 010-2090-6748
★ 강의 및 page2 서비스 문의 : 02-2115-2324 , 010-3898-2324
 
#경제의신과함께 #삼프로TV #신과함께|카타르와 중국의 관계가 심상치 않다고 합니다. 중국에 더 발주를 주고 조금 한국에 주지 않을까 생각해 봅니다.|잘봤습니다~ 항상 팔로업중입니다^^ 조선주에 인생 풀베팅했는데 기대가됩니다 올해만 신조선가 갭상승 두번! lng선의경우 교체압박이 젤 심해서 이것부터 사이클 시작입니다 기대가됩니다|조선대장나오셨네요! Daily도 잘 보고있어요.|조선원티어 굿굿"
"[뉴스3] 뉴욕증시, 파월 완화적 기조 유지에 혼조… 다우 0.15% 상승 마감","[뉴스3] 뉴욕증시, 파월 완화적 기조 유지에 혼조… 다우 0.15% 상승 마감",2021. 7. 16.,,조회수 808회,좋아요 99개,싫어요 2개,"삼프로TV 주식대학 '여름학기' 
 
👉 [삼프로TV 주식대학] 박병창의 ""매매의 기술"" + 염승환의 ""친절한 주식기초교육""
🏫 강의 신청 : https://bit.ly/3r1osDg
🏫 Bonus-Edition ""쏙쏙 투자문답"" 질문하기 : https://bit.ly/3rbHG9j
 
👉 [삼프로TV x 메리츠증권] 하반기 투자전략과 업종별 시장전망
🏫 강의 신청 : https://bit.ly/3xn1OXM
 
삼프로TV 주식대학 '봄학기'
👉 염블리의 친절한 주식 기초 교육 / 미주미 장우석 본부장, 이항영 대표의 미국주식 완전정복
🏫 강의 신청 : https://www.page-2.kr/concert/2021_jurinee
 
삼프로TV ""시장전망과 주도종목 : https://www.page-2.kr/purchase/course
 
👉 삼프로 TV 주식대학 ""업종 기초 교육""
🏫 강의 신청 : https://bit.ly/39BG9lo
📖 교재 구매 : https://bit.ly/2Ol36BC 
 
*구매하시는 교재는 강의 신청 시 첨부되는 PDF 교재와 동일한 내용입니다.
 
★ 광고문의 : ad@ebroadcasting.co.kr 
★ 광고문의 : 010-2090-6748
★ 강의 및 page2 서비스 문의 : 02-2115-2324 , 010-3898-2324
 
#경제의신과함께 #삼프로TV #신과함께"
"하반기 조선업 투자 전략, 베스트 애널리스트의 픽은?_오늘아침 라이브_김현, 염승환","하반기 조선업 투자 전략, 베스트 애널리스트의 픽은?_오늘아침 라이브_김현, 염승환",이전 실시간 스트리밍: 3시간 전,,"조회수 200,794회","좋아요 7,137개",싫어요 114개,"삼프로TV 주식대학 '여름학기' 
 
👉 [삼프로TV 주식대학] 박병창의 ""매매의 기술"" + 염승환의 ""친절한 주식기초교육""
🏫 강의 신청 : https://bit.ly/3r1osDg
🏫 Bonus-Edition ""쏙쏙 투자문답"" 질문하기 : https://bit.ly/3rbHG9j
 
👉 [삼프로TV x 메리츠증권] 하반기 투자전략과 업종별 시장전망
🏫 강의 신청 : https://bit.ly/3xn1OXM
 
삼프로TV 주식대학 '봄학기'
👉 염블리의 친절한 주식 기초 교육 / 미주미 장우석 본부장, 이항영 대표의 미국주식 완전정복
🏫 강의 신청 : https://www.page-2.kr/concert/2021_jurinee
 
삼프로TV ""시장전망과 주도종목 : https://www.page-2.kr/purchase/course
 
👉 삼프로 TV 주식대학 ""업종 기초 교육""
🏫 강의 신청 : https://bit.ly/39BG9lo
📖 교재 구매 : https://bit.ly/2Ol36BC 
 
*구매하시는 교재는 강의 신청 시 첨부되는 PDF 교재와 동일한 내용입니다.
 
★ 광고문의 : ad@ebroadcasting.co.kr 
★ 광고문의 : 010-2090-6748
★ 강의 및 page2 서비스 문의 : 02-2115-2324 , 010-3898-2324
 
#경제의신과함께 #삼프로TV #신과함께 
 
00:00 오프닝
 
04:25 뉴스3
뉴욕증시, 파월 완화적 기조 유지에 혼조… 다우 0.15% 상승 마감
 
26:25 심층 인터뷰
조선업의 업황 자체는 호황, 하지만 과거와 다르다? f.메리츠증권 김현 연구위원
 
1:23:25 증시 셔터맨
하락 출발한 시장.. 선방하는 섹터는? f.이베스트투자증권 염승환 이사|매일매일 듣습니다. 요건 주로 생방으로|ㅋㅋ  그래서 내가 얘기하긴 했어요. 빵터짐요.|항상 잘보고 있습니다.
남 탓하시는 분들은 혼자 조용히 알아서 하세요.
강의하시는분 힘빠지지게
마시고요. 제발요~~~~|항상감사합니다|감사합니다|와 2빠 댓글 ^^|3|감사합니다|정형ㅋㅋㅋㅋㅋ 시작부터 김프로님과 꽁냥꽁냥
그나저나 정형 선글라스 콘텐츠 한번 가입시다~ 좋아요 👍|삼프로가 경제적으로 커져서
가장 공신력있는 경제방송국이 되길 희망합니다.
야료와 기레기가 없는
객관적 팩트를 알려주는...|이분 결론 :지주사 주식 은 현대중공업지주


방송결론 :  정프로가 현대중공업지주 매수 각

😁😁😁"
[글로벌 개장시황] 도망쳐! 갑자기 나타나는 밈주식의 급락세 f. 미국주식에 미치다 장우석 본부장,[글로벌 개장시황] 도망쳐! 갑자기 나타나는 밈주식의 급락세 f. 미국주식에 미치다 장우석 본부장,2021. 7. 16.,,"조회수 29,690회",좋아요 721개,싫어요 19개,"삼프로TV 주식대학 '여름학기' 

👉 [삼프로TV 주식대학] 박병창의 ""매매의 기술"" + 염승환의 ""친절한 주식기초교육""
🏫 강의 신청 : https://bit.ly/3r1osDg
🏫 Bonus-Edition ""쏙쏙 투자문답"" 질문하기 : https://bit.ly/3rbHG9j

👉 [삼프로TV x 메리츠증권] 하반기 투자전략과 업종별 시장전망
🏫 강의 신청 : https://bit.ly/3xn1OXM

삼프로TV 주식대학 '봄학기'
👉 염블리의 친절한 주식 기초 교육 / 미주미 장우석 본부장, 이항영 대표의 미국주식 완전정복
🏫 강의 신청 : https://www.page-2.kr/concert/2021_jurinee

삼프로TV ""시장전망과 주도종목 : https://www.page-2.kr/purchase/course

👉 삼프로 TV 주식대학 ""업종 기초 교육""
🏫 강의 신청 : https://bit.ly/39BG9lo
📖 교재 구매 : https://bit.ly/2Ol36BC 

*구매하시는 교재는 강의 신청 시 첨부되는 PDF 교재와 동일한 내용입니다.

★ 광고문의 : ad@ebroadcasting.co.kr 
★ 광고문의 : 010-2090-6748
★ 강의 및 page2 서비스 문의 : 02-2115-2324 , 010-3898-2324

#경제의신과함께 #삼프로TV #신과함께|4:50 장비디아?|최애 주식 디즈니인줄  티셔츠입고 오셨던 강렬했던 기억 ㅋㅋㅋ|0:26 슈카형 어색하게 따봉날리는거 나만 웃기냐....|미스터 선샤인 보세요. 강추합니다.|ㅋㅋㅋ 세분 케미 좋으심|미국에사는데요, 전 솔직히 디즈니 플러스 일주일에 한번만 봅니다. 마블 시리즈 나올때만. 나머진 모두 재방수준.|하락 멈춰!|ㅋㅋㅋㅋ 제목ㅋㅋㅋ 편집자 커뮤니티좀 하는듯. 저번에 우주 갈끄니까~도 그렇고. 너무 진중하지 않고 좋네요|한국인들 엄청 물렸겠네요 😂|정프로 × 장우석|가을사과에서 무릎을 탁 치고갑니다|캐반꿀 ㅋㅋㅋㅋ|힌덴버그랑 머리박고 싸우면 씨드 몰빵갈수있음|장부장님 좋아하는 주식 리오틴토인가 그거 아닙니까 특별배당 준다고 몇일간 얘기했었는데|예로 보여주신 GTA 온라인 콘텐츠는 종이의 집이랑은 1도 상관이 없어요... 콜라보 한것도 아니고 그냥 은행털이라는 같은 주제일뿐.....|삼프로의 감초 장엔젤님 오늘도 버릴 말씀이 없어요|너무아프다|아는척 오지죠|세 분 모두 고생하셨습니다. 항상 잘 듣고 있어요. 
오늘은 세 분 모두 개그가 너무 웃기네요. 제 취향저격입니당 ㅋㅋㅋ
저도 도움 많이 받아서 곧 부자될게요^_^ 감사합니다!!|앙 삼반꿀|안녕하세요. LA 살고 있습니다. Proterra 버스 LA Downtown 에 DASH 로 운영하고 있습니다. 주식이 몇 일 떨어져서 좀 아쉽니만. 조만간 미국 큰 도시에 깔리지 않을까 생각 됩니다.|굿|멈춰|아니 3일동안 쳐패네 해도해도 너무하다|종이의 집이 뭔 gta5의 원작이야.... 뭘 알고 쓰던가.... 이 뭔 개소리고...|장본부장님 프로테라는 미국주식 전문가시니까 아시고 계시는 게 좋을 듯 합니다. 미국 최대의 전기버스 회사이구요 현재 대도시들 위주로 이미 전기차운행을 하고 있기도 하고, 파워트레인, 자체 충전소, 바테리까지 직접 제작하는 전천후 전기버스 회사여서 전기버스계의 테슬라 라고 불리기도 합니다. 그리고 물론 스펙을 통해 상장되어서 최근 파이프 물량이 한꺼번에 쏟아져서 이번주만 엄청 빠져서 현재 11불대까지 내려왔는데... 
미래는 밝은 전기버스 회사일거라 생각됩니다. 최근에 바이든이 대놓고 밀어주기도 했던 친환경인프라 관련 업계이기도 하구요|돔황쳐!!!! 대곰항이다!!!!|어어어어어어..!!!!!!! 가즈아..!! 어디로든..!!"
[글로벌 이슈체크] 상반기와 확연히 다른 하반기 중국 투자 접근법 f. KB증권 박수현 수석연구원,[글로벌 이슈체크] 상반기와 확연히 다른 하반기 중국 투자 접근법 f. KB증권 박수현 수석연구원,2021. 7. 16.,,"조회수 7,786회",좋아요 189개,싫어요 2개,"삼프로TV 주식대학 '여름학기' 
 
👉 [삼프로TV 주식대학] 박병창의 ""매매의 기술"" + 염승환의 ""친절한 주식기초교육""
🏫 강의 신청 : https://bit.ly/3r1osDg
🏫 Bonus-Edition ""쏙쏙 투자문답"" 질문하기 : https://bit.ly/3rbHG9j
 
👉 [삼프로TV x 메리츠증권] 하반기 투자전략과 업종별 시장전망
🏫 강의 신청 : https://bit.ly/3xn1OXM
 
삼프로TV 주식대학 '봄학기'
👉 염블리의 친절한 주식 기초 교육 / 미주미 장우석 본부장, 이항영 대표의 미국주식 완전정복
🏫 강의 신청 : https://www.page-2.kr/concert/2021_jurinee
 
삼프로TV ""시장전망과 주도종목 : https://www.page-2.kr/purchase/course
 
👉 삼프로 TV 주식대학 ""업종 기초 교육""
🏫 강의 신청 : https://bit.ly/39BG9lo
📖 교재 구매 : https://bit.ly/2Ol36BC 
 
*구매하시는 교재는 강의 신청 시 첨부되는 PDF 교재와 동일한 내용입니다.
 
★ 광고문의 : ad@ebroadcasting.co.kr 
★ 광고문의 : 010-2090-6748
★ 강의 및 page2 서비스 문의 : 02-2115-2324 , 010-3898-2324
 
#경제의신과함께 #삼프로TV #신과함께|항셍테크 어떻게 하냐 작년에 올해는 중국 좋을거라고 그리 떠들더니|23:49 슈카형 배려심 덕에 하나 더 배웁니다. 최고의 MC!|해당 지수 Etf 이름안 알려주시고 끝났네요 ㅜㅜ
몬지 아시는분 부탁드려요
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
셀프답변  아리랑 심천차이넥스트 코덱스 심천차이넥스트|5월이후부터 흐름바뀜

중국본토에 있는//   성장주//   중소형주//|미국 쇠퇴하니 중국주식 좋을거란 얘긴 10년째. 그 얘기 듣고 미국 투자 안하고 중국투자한 사람들 다 망함. 꼭 인디언 기우제 같음. 중국처럼 모든게 불투명하고 정부리스크가 과도한 나라에 투자를 하는게 맞나? 근본적인 의문을 가져야...|아주 구수하네요...줄을 세운다.라는 표현을...ㅎㅎㅎ 울 할머니가 쓰시던 나레비...|60GW면 핵발전소 60기인데|중국 문제는 경제 전문가 보다는 정치 역사가 시각에서 봐야 핵심을 본다고 생각합니다. 늘 정치가 경제에 우선입니다. 중국 시스템은 결국 붕괴가 불가피합니다. 억눌린 모순들이 한꺼번에 터집니다. 중국 정부가 제시한 통계만 가지고 경제적 분석에 의존하면 한방에 훅 갑니다. 소중한 재산 잘 지키십시요."
"[글로벌마켓 브리핑] 자율주행은 데이터 산업, 새로운 승자가 나타난다! f. 미래에셋증권 최홍석 선임매니저","[글로벌마켓 브리핑] 자율주행은 데이터 산업, 새로운 승자가 나타난다! f. 미래에셋증권 최홍석 선임매니저",2021. 7. 16.,,"조회수 11,398회",좋아요 358개,싫어요 11개,"삼프로TV 주식대학 '여름학기' 
 
👉 [삼프로TV 주식대학] 박병창의 ""매매의 기술"" + 염승환의 ""친절한 주식기초교육""
🏫 강의 신청 : https://bit.ly/3r1osDg
🏫 Bonus-Edition ""쏙쏙 투자문답"" 질문하기 : https://bit.ly/3rbHG9j
 
👉 [삼프로TV x 메리츠증권] 하반기 투자전략과 업종별 시장전망
🏫 강의 신청 : https://bit.ly/3xn1OXM
 
삼프로TV 주식대학 '봄학기'
👉 염블리의 친절한 주식 기초 교육 / 미주미 장우석 본부장, 이항영 대표의 미국주식 완전정복
🏫 강의 신청 : https://www.page-2.kr/concert/2021_jurinee
 
삼프로TV ""시장전망과 주도종목 : https://www.page-2.kr/purchase/course
 
👉 삼프로 TV 주식대학 ""업종 기초 교육""
🏫 강의 신청 : https://bit.ly/39BG9lo
📖 교재 구매 : https://bit.ly/2Ol36BC 
 
*구매하시는 교재는 강의 신청 시 첨부되는 PDF 교재와 동일한 내용입니다.
 
★ 광고문의 : ad@ebroadcasting.co.kr 
★ 광고문의 : 010-2090-6748
★ 강의 및 page2 서비스 문의 : 02-2115-2324 , 010-3898-2324
 
#경제의신과함께 #삼프로TV #신과함께|최홍석 메니져님 말씀은 항상 신뢰가 가요 제일 편안하게 받아들이는 방송입니다 고맙습니다>.<|진동잡는 기술이 대세가되는가... 아이디어는 톡톡튀네|매니저님 너무 한결같아 멋있어요. 스마트한 모습이 정말 매력적입니다 ㅎㅎ 감사합니다!|매번 느끼는건데 말씀을 아주 재치있게 하심ㅋㅋ|중국~경제측면에서는 미국포함 누구도 무시할 수 없지~|글로벌라이브가 엄청 진화했다. 특히 오늘 세분의 자율주행 대담은 시청자 분들의 머리를 더 말랑말랑하게 만들었을 것이다. 그런 의미에서 나는 키미테 장투 간다(농담)|슈카오빠 오늘도 귀요미"
[글로벌라이브] 상반기와 확연히 다른  하반기 중국 투자 접근법 f. KB증권 박수현 수석연구원,[글로벌라이브] 상반기와 확연히 다른  하반기 중국 투자 접근법 f. KB증권 박수현 수석연구원,이전 실시간 스트리밍: 14시간 전,,"조회수 96,777회","좋아요 2,175개",싫어요 51개,"삼프로TV 주식대학 '여름학기' 
 
👉 [삼프로TV 주식대학] 박병창의 ""매매의 기술"" + 염승환의 ""친절한 주식기초교육""
🏫 강의 신청 : https://bit.ly/3r1osDg
🏫 Bonus-Edition ""쏙쏙 투자문답"" 질문하기 : https://bit.ly/3rbHG9j
 
👉 [삼프로TV x 메리츠증권] 하반기 투자전략과 업종별 시장전망
🏫 강의 신청 : https://bit.ly/3xn1OXM
 
삼프로TV 주식대학 '봄학기'
👉 염블리의 친절한 주식 기초 교육 / 미주미 장우석 본부장, 이항영 대표의 미국주식 완전정복
🏫 강의 신청 : https://www.page-2.kr/concert/2021_jurinee
 
삼프로TV ""시장전망과 주도종목 : https://www.page-2.kr/purchase/course
 
👉 삼프로 TV 주식대학 ""업종 기초 교육""
🏫 강의 신청 : https://bit.ly/39BG9lo
📖 교재 구매 : https://bit.ly/2Ol36BC 
 
*구매하시는 교재는 강의 신청 시 첨부되는 PDF 교재와 동일한 내용입니다.
 
★ 광고문의 : ad@ebroadcasting.co.kr 
★ 광고문의 : 010-2090-6748
★ 강의 및 page2 서비스 문의 : 02-2115-2324 , 010-3898-2324
 
#경제의신과함께 #삼프로TV #신과함께 
00:00 오프닝
02:30 [글로벌마켓 브리핑] 자율주행은 데이터 산업, 새로운 승자가 나타난다! f. 미래에셋증권 최홍석 선임매니저
32:36 [글로벌 이슈체크] 상반기와 확연히 다른 하반기 중국 투자 접근법 f. KB증권 박수현 수석연구원
1:06:34 [글로벌 개장시황] 도망쳐! 갑자기 나타나는 밈주식의 급락세 f. 미국주식에 미치다 장우석 본부장|1:33:22 모더나? 이게 뭐더나? :)

전기비행기? 이게 뭐더나? ㄷㄷ|장우석 본부장님 소개에 장의성 선임매니저님으로 자막 나왔어요..;;;|슈카님 나오고 글로벌 라이브를 다시 보기 시작함|미국시장 열릴때
🕥종을 울려주세요.|와~~~ 내가 구여워하는 슈카까지~~~^^
박정호 교수님도 좋고 최홍석 메니저님은 또 어찌 저리 똘똘한지요^^|찾아보면 볼거많아요 귀찮아서 안찾아보는거지 ㅋㅋㅋ|슈카님이 나와서 쉬워졌어요!! 잘읽히는 책 같아서 젛습니당|자율주행 맥도날드 드라이브 스루 같은건 어떻게 할 수 있을까요?
센서 산업이 중요해질까요?|많은 도움 받았습니다|감사합니다~|엔젤장본부장님 의 개그아닌 개그 ㅎㅎㅎ 미국주식을 안한걸 땅을 치고 후회하며....ㅠㅠ
재밌게 잘봤습니다~^^|박수현 연구원님 말씀중에 우리나라네 과창판 etf있다하셨는데 아직 안나온걸로 아는데 나왔나요?|#사과는 가을에 맛있다#|슈카님과 박정호 교수님의 케미는 정말 최고인거 같아요!!!!! 하루 피로가 다 날아가요~~ 감사합니다!|슈카 진짜 너무귀여유무ㅜㅠㅜ|정프로님!
김프로님!
주인은 안계시고
객만 계십니다
어디 급한  일 때문에 가셨나요?
일 때문에 가셨으면 괜잖은데요
다를 안좋은 일 같으면 걱정입니다 
아무 일 없었으면 좋겠습니다 
감사합니다|글로벌라이브가 젊고 너무 재밌어졌어요. 일반 예능보다 재밌으면서도 유익하기까지..😍|예전엔 글로벌라이브 보다 
졸아서 잘 안봤엇는데 
요즘 재밋어서 챙겨봐요
약간 서로 조심하고 어색하신것 같은데 다같이 회식하시면
더 조화로울것 같네요|삼프로 tv는 전세계에서 가장앞서가는 금융콘텐츠가 될것임을 확신합니다 why???
나같은 주린이가 돈을 계속 벌고 있거든 ㅎㅎ 
것도 🇨🇳 과 🇺🇸 에서 ….|볼께 없다"
"[일당백 인터뷰] 전기차 전용 보험, 어디까지 알아보셨어요? f.한겨레신문 박종오 기자","[일당백 인터뷰] 전기차 전용 보험, 어디까지 알아보셨어요? f.한겨레신문 박종오 기자",2021. 7. 15.,,"조회수 6,011회",좋아요 143개,싫어요 8개,"삼프로TV 주식대학 '여름학기' 
 
👉 [삼프로TV 주식대학] 박병창의 ""매매의 기술"" + 염승환의 ""친절한 주식기초교육""
🏫 강의 신청 : https://bit.ly/3r1osDg
🏫 Bonus-Edition ""쏙쏙 투자문답"" 질문하기 : https://bit.ly/3rbHG9j
 
👉 [삼프로TV x 메리츠증권] 하반기 투자전략과 업종별 시장전망
🏫 강의 신청 : https://bit.ly/3xn1OXM
 
삼프로TV 주식대학 '봄학기'
👉 염블리의 친절한 주식 기초 교육 / 미주미 장우석 본부장, 이항영 대표의 미국주식 완전정복
🏫 강의 신청 : https://www.page-2.kr/concert/2021_jurinee
 
삼프로TV ""시장전망과 주도종목 : https://www.page-2.kr/purchase/course
 
👉 삼프로 TV 주식대학 ""업종 기초 교육""
🏫 강의 신청 : https://bit.ly/39BG9lo
📖 교재 구매 : https://bit.ly/2Ol36BC 
 
*구매하시는 교재는 강의 신청 시 첨부되는 PDF 교재와 동일한 내용입니다.
 
★ 광고문의 : ad@ebroadcasting.co.kr 
★ 광고문의 : 010-2090-6748
★ 강의 및 page2 서비스 문의 : 02-2115-2324 , 010-3898-2324
 
#경제의신과함께 #삼프로TV #신과함께|백브리핑 재미있고 유익하게 잘 시청하고 있습니다. ^^|전기차 배터리 새걸로 갈려고 일부려 사고내는 멍청이가 과연 있을까요? 차가 배터리교체 할만한 사고면 거의 차가 반파되야되는데...저도 4년째 전기차 타고 있지만 아직 전기차오너들의 궁금점이나 불만을 해결해줄 제대로 아는 사람은 잘 없어보이네요ㅎ|백브리핑 적극 응원 합니다.|보고나서 하도 어이가 없어서 댓글 답니다.
전기자동차 배터리는 사람이 타는 공간 즉, 세이프티존과 정확히 일치하게 설치가 됩니다. 운전자의 발끝 부분부터 2열 승객의 등받이 부분 아래에 딱 맞춰 장착이 되요. 이게 뭘 의미하냐면 만약 사고가 나서 배터리가 손상을 입었다.... 이말은 그 차의 승객 안전구역을 침범 당했다는 말입니다. 그 차는 폐차 해야 한다는 겁니다. 뼈대가 날아간 차에요. 이 차를 수리해서 탈꺼면 목숨 걸어야 합니다. 일반적인 가벼운 사고로는 배터리에 손상을 입히지 못하구요. 다만 배터리 바닥 부분이 약해서 큰 바위나 심지어 농업용 낫 같은 날카로운 물체는 배터리에 손상을 입힐 수 있기 때문에 그건 주의하셔야 합니다.|정프로없인 이제 재미없어…|한계레가  경제를 논한다고? ㅎ|진행이 진짜 불호|처음 인트로 진짜이상하네.. 지금 굴러다니는 차 중 전기차 비중은 당연히 적은거고 지금판매되는 차는 6%인건데 그게작나... 유럽은 10%가 넘어간다는데.."
[주인장 백브리핑] 1년 3개월 만에 나온 금통위 소수의견의 의미,[주인장 백브리핑] 1년 3개월 만에 나온 금통위 소수의견의 의미,2021. 7. 15.,,"조회수 6,616회",좋아요 182개,싫어요 2개,"삼프로TV 주식대학 '여름학기' 
 
👉 [삼프로TV 주식대학] 박병창의 ""매매의 기술"" + 염승환의 ""친절한 주식기초교육""
🏫 강의 신청 : https://bit.ly/3r1osDg
🏫 Bonus-Edition ""쏙쏙 투자문답"" 질문하기 : https://bit.ly/3rbHG9j
 
👉 [삼프로TV x 메리츠증권] 하반기 투자전략과 업종별 시장전망
🏫 강의 신청 : https://bit.ly/3xn1OXM
 
삼프로TV 주식대학 '봄학기'
👉 염블리의 친절한 주식 기초 교육 / 미주미 장우석 본부장, 이항영 대표의 미국주식 완전정복
🏫 강의 신청 : https://www.page-2.kr/concert/2021_jurinee
 
삼프로TV ""시장전망과 주도종목 : https://www.page-2.kr/purchase/course
 
👉 삼프로 TV 주식대학 ""업종 기초 교육""
🏫 강의 신청 : https://bit.ly/39BG9lo
📖 교재 구매 : https://bit.ly/2Ol36BC 
 
*구매하시는 교재는 강의 신청 시 첨부되는 PDF 교재와 동일한 내용입니다.
 
★ 광고문의 : ad@ebroadcasting.co.kr 
★ 광고문의 : 010-2090-6748
★ 강의 및 page2 서비스 문의 : 02-2115-2324 , 010-3898-2324
 
#경제의신과함께 #삼프로TV #신과함께|백브리핑 너무 좋아요~ 두바이에서 매일 듣습니다. 감사합니다!! 😄|감사합니당|이기자  한없이 가벼운 저 입...|이 기자는 죽 보면 환경 문제에 대해 참 무지하다.  그저 현실에만 매몰돼서...  환경 지구의 미래 당신 후대를 위해 공부 좀 철저히 해라  어디 가서 부동산 전문가연하지 말고...|유럽은 입만 열면 개뻥이라...
일본 원전 사고 때 10년 안에 원전 폐기 한다고 했지만
어느새 원전 폐기 안 한다고 슬며시 꼬리 내렸죠.
유럽 애들 호들갑 떠는 거 보면 웃겨요. 
배터리는 흙으로 만드나요? 충전소와 충전시간은 또 어떻게 하죠?
1대 충전하는데 30분 넘게 걸린다면 충전소를 얼마나 크게 만들어야 하는 거죠?
유럽의 전기차 정책은 현실성 없는 중국 압박용 전략적 정책인 거 같아요."
"[퇴근길 라이브&백브리핑 라이브] 유동성 흡수 미루는 美연준, 증시는 계속 오르나? / 전기차 보급 늘면, 내 차 보험료가 오른다?","[퇴근길 라이브&백브리핑 라이브] 유동성 흡수 미루는 美연준, 증시는 계속 오르나? / 전기차 보급 늘면, 내 차 보험료가 오른다?",이전 실시간 스트리밍: 17시간 전,,"조회수 181,790회","좋아요 4,818개",싫어요 83개,"삼프로TV 주식대학 '여름학기' 
 
👉 [삼프로TV 주식대학] 박병창의 ""매매의 기술"" + 염승환의 ""친절한 주식기초교육""
🏫 강의 신청 : https://bit.ly/3r1osDg
🏫 Bonus-Edition ""쏙쏙 투자문답"" 질문하기 : https://bit.ly/3rbHG9j
 
👉 [삼프로TV x 메리츠증권] 하반기 투자전략과 업종별 시장전망
🏫 강의 신청 : https://bit.ly/3xn1OXM
 
삼프로TV 주식대학 '봄학기'
👉 염블리의 친절한 주식 기초 교육 / 미주미 장우석 본부장, 이항영 대표의 미국주식 완전정복
🏫 강의 신청 : https://www.page-2.kr/concert/2021_jurinee
 
삼프로TV ""시장전망과 주도종목 : https://www.page-2.kr/purchase/course
 
👉 삼프로 TV 주식대학 ""업종 기초 교육""
🏫 강의 신청 : https://bit.ly/39BG9lo
📖 교재 구매 : https://bit.ly/2Ol36BC 
 
*구매하시는 교재는 강의 신청 시 첨부되는 PDF 교재와 동일한 내용입니다.
 
★ 광고문의 : ad@ebroadcasting.co.kr 
★ 광고문의 : 010-2090-6748
★ 강의 및 page2 서비스 문의 : 02-2115-2324 , 010-3898-2324
 
#경제의신과함께 #삼프로TV #신과함께 
00:00 오프닝
04:10 [증시 셔터맨] 발톱 드러낸 금통위... 금리 동결, 물가 상승 f. 한국투자증권 박제영 차장
24:12 [심층 인터뷰] 예고된 금리 인상, 투자자의 탄력적 대응은 어떻게? f. 하나금융투자 이미선 연구위원
1:12:46 [주인장 백브리핑] 1년 3개월 만에 나온 금통위 소수의견의 의미
1:41:00 [일당백 인터뷰] 전기차 전용 보험, 어디까지 알아보셨어요? f.한겨레신문 박종오 기자|이센터장님. 목소리도 편안하고 정리 너무 잘해주셔서 참 좋네요.|이선엽센터장님 말씀을 정말 깔끔하게 해주셔서 귀에 쏙쏙 들어와요^^|18:51 센터장님처럼 입체적인 사고를 하고 싶다.|백브리핑은 항상 듣습니다. 넘나 유익한👍👍👍|백브리핑 정말 좋아요 내용이 상상을 초월하내요 객원사회자님 정말로 알차내요  고맙습니다|이센터장님 넘 진행과 설명 좋네요^^ 매우 안정적입니다 젤 최고~~|허위진술 ㅋㅋㅋ
표현이 꿈잼입니다~|이선엽 센터장님 너무 좋습니다😭|백프리핑 내용과 진행 참 좋습니다. 안기자님과 이프로님 케미도 좋네요.|ㅋㅋㅋㅋㅋㅋ 피의자 신문 st|이센터장님 짱이십니다~^^|공매도 거래대금이 폭증해서 주가 흐름이 아주 비정상적인 급격한 하락이 나오는 경우가 점점 많아지고 있는데....거기에 대해서는 영상을 안 만드나요?|박제영 차장님 매력 터지네 ㅎㅎㅎ|저는 염블리이사님이 나오시는줄 알았는데
돌아가면서 나오시는가보네요.
이선엽센터장님의 송곳진행 잘들었습니다~^^|이선엽센터장님 정리가 좋았어요!|이상엽센터장님 진행자석에 앉으시니 인상 부드러우십니다~
좋은 내용 감사합니다!!!|전기차 또 해주세요|ㅐㅐㅔㅑ|똑소리 나요  참 잘하네요 기죽지않고 .|비빔면에 골뱅이. 역시 배운 분|😄|감사합니다~|와우 이 센터장님이시다~|언제는 테이퍼링이 문제라더니 이제는 테이퍼링이 늦어서 안좋다네 이래서 우리나라 애널들 믿으면안됨 그냥 월가의 스피커일뿐"
